KO-1	KO-2	KO-3	N-1	N-2	N-3	OT1-2	OT1-3	OT1-4	SV40-3	SV40-4	SV40-5	WT-2	WT-3	WT-5
Bloc1s1	566	337	588	425	606	324	537	312	421	569	743	824	373	314	449
Itga7	36	388	354	401	126	134	44	43	55	0	0	0	31	13	0
Gm25494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mettl7b	0	14	0	0	1	0	2	181	725	4	427	0	9	0	0
RP23-476C23.4	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0
Olfr9	7	10	0	2	0	0	0	0	0	0	0	0	0	0	0
Olfr763	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0
Olfr764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr769	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Olfr770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Olfr778-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr783-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr784	0	2	1	0	1	1	2	0	0	1	0	0	1	2	1
Olfr785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr787	0	0	0	1	0	0	0	0	40	0	0	0	1	0	0
Olfr788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr791	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0
Olfr792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr793-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr794	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr795-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr797-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr799	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Olfr800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr813	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0
Olfr814	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Olfr815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1544-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-140M19.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-140M19.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1542-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-227N23.1	1	1	0	0	1	0	0	0	0	1	0	2	5	2	0
Olfr824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-227N23.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-227N23.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neurod4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Tespa1	3774	3162	6153	5455	3955	4235	5779	5390	6404	79	135	252	1635	1207	211
Vmn2r84	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0
RP23-215E23.6	0	1	2	1	0	1	1	1	2	2	1	6	0	0	9
Vmn2r85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-257F18.2	0	0	0	0	0	0	3	0	4	0	0	0	0	0	0
Vmn2r87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-257F18.1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CH25-11N3.2	7	0	0	4	1	0	6	3	4	4	1	1	6	3	2
Gm23793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26445	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
CH25-11N3.1	30	82	24	32	16	18	23	8	19	18	26	28	45	38	36
Pisd-ps1	699	1372	453	182	162	171	946	1136	810	1807	1550	1194	612	372	692
Sfi1	1078	1352	997	926	1108	1125	2811	2500	2274	2609	2834	2115	813	764	1391
RP23-191E3.1	2	1	0	0	2	1	8	16	8	3	1	2	1	2	1
RP23-191E3.2	11	28	22	18	9	14	39	44	54	5	79	48	17	8	32
Drg1	18300	16369	21667	26322	20773	20684	13752	10881	15077	18079	20678	15244	18646	18137	14980
RP23-191E3.18	5	9	8	21	1	6	18	4	1	0	12	15	2	5	11
Fau-ps2	0	0	0	22	16	19	0	2	1	0	7	11	1	0	0
Eif4enif1	813	1396	1058	766	280	359	773	629	566	6120	5093	6142	920	1007	5441
Patz1	1393	1757	1336	1282	1530	1337	1643	835	1418	986	1560	1178	1252	1471	1101
RP23-191E3.17	0	7	1	61	93	20	24	44	6	0	43	0	31	5	0
RP23-191E3.14	7	1	1	14	14	20	0	5	31	0	9	11	0	1	0
Pik3ip1	1012	2075	2747	6490	4779	4492	3466	2552	3032	635	287	628	405	236	643
Limk2	6911	8758	6449	12526	10196	12670	8739	6287	6984	9203	8773	8228	6545	4774	5519
RP23-17N7.3	0	7	0	4	20	1	3	19	23	14	17	35	11	0	6
Rnf185	1889	4331	2180	4364	3678	4884	4341	3608	3589	5059	4914	4413	2263	2004	3388
RP23-17N7.4	17	30	72	14	32	21	11	47	43	77	39	65	52	67	81
RP23-17N7.5	2	4	4	5	5	3	1	2	0	0	2	3	4	3	2
Gm24439	0	0	1	4	27	5	0	0	0	0	0	0	1	0	0
Pla2g3	0	26	0	0	0	0	0	0	0	49	0	0	0	0	0
Inpp5j	0	212	0	0	44	0	0	6	61	0	0	0	77	45	43
Selm	61	71	1	12	2	5	417	209	264	177	231	426	63	71	126
Smtn	382	1122	283	50	100	1	884	156	591	230	409	197	1005	824	720
RP23-17N7.8	0	0	3	0	0	0	19	0	0	4	0	0	0	0	0
RP23-17N7.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-309E11.1	1	0	2	1	3	0	3	1	0	0	2	1	3	1	2
RP23-309E11.2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RP23-309E11.3	4	9	1	0	0	0	0	0	0	0	1	2	4	0	6
Tug1	53	178	213	863	854	1824	596	1330	1941	143	780	560	214	261	401
Gm27624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm27517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm27937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm27640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Morc2a	80	569	343	260	179	259	196	358	390	250	379	220	168	142	65
Gm26393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-309E11.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Osbp2	0	0	0	0	0	0	1	11	0	1	0	0	0	0	0
Gm24013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-128G5.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-128G5.3	2	0	0	0	0	0	5	0	0	3	0	0	0	0	1
Dusp18	23	98	3	0	12	14	0	33	71	30	196	126	74	31	40
Slc35e4	255	908	162	462	425	373	660	371	398	1744	926	733	409	220	360
Tcn2	3272	8399	2957	9913	7569	8806	2103	1704	2509	16918	14392	17445	5026	2498	6875
RP23-81P12.2	0	5	0	1	1	4	0	3	11	7	0	0	0	0	1
RP23-81P12.3	73	57	60	23	11	24	28	18	26	35	46	41	82	114	42
Pes1	15265	18147	19391	5107	3912	5366	10290	8224	13499	7001	9614	8427	13300	11969	9667
Gal3st1	4	21	17	0	0	0	0	20	1	9	22	2	11	9	9
RP23-81P12.6	1	1	1	1	0	3	1	1	1	0	2	2	3	4	3
Sec14l4	21	58	0	0	0	0	0	103	375	0	197	0	35	2	20
Sec14l3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mtfp1	655	693	744	340	384	169	455	235	676	216	310	146	858	861	237
Sec14l2	15	25	26	116	2	31	53	100	131	49	46	13	9	6	26
RP23-81P12.11	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0
RP23-81P12.12	1	6	3	2	0	4	4	5	8	5	7	2	4	12	7
Rnf215	94	96	116	104	83	45	145	131	39	854	230	251	229	195	247
Mir3060	0	0	3	0	0	0	2	5	0	12	0	0	0	0	0
Ccdc157	192	1	87	27	72	360	217	172	40	180	348	53	87	68	276
Sf3a1	11600	17404	15044	14466	9158	14137	12677	8945	12921	11872	15553	12431	13256	12072	11551
Tbc1d10a	249	269	308	498	238	342	144	191	181	560	132	78	406	164	117
Gatsl3	1338	865	1256	1284	1347	952	1187	982	1166	973	886	1163	625	364	244
RP23-453B22.7	8	21	13	23	28	15	9	12	13	9	13	8	8	10	7
Osm	983	3382	1123	1998	1628	1683	1636	1473	1845	680	1353	683	617	365	250
Lif	982	1488	772	0	0	2	1	55	0	1	0	1	210	63	0
RP23-329P17.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-329P17.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hormad2	3	5	1	0	42	39	0	28	0	0	0	0	32	24	0
Mtmr3	2071	2840	3176	1432	953	1688	1243	1298	777	1486	975	1654	920	1076	845
RP23-173M6.3	40	60	76	32	15	23	15	11	22	24	35	37	72	78	33
Gm11032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-280J3.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ascc2	5749	8188	5910	6399	4293	7013	5459	4589	7064	5524	5192	5487	5918	5367	5428
Uqcr10	8012	2790	8045	4904	8651	3046	3120	2090	3438	1967	3788	3797	4870	5106	2359
Zmat5	4295	2195	4087	4100	5184	2727	2811	1738	2951	2836	3801	4465	3032	3175	2330
Cabp7	0	0	0	0	0	0	15	1	0	0	0	1	0	1	1
Nf2	1060	2381	1243	1303	980	1129	1175	1633	732	3923	2051	1318	2263	1476	2451
Nipsnap1	3220	2588	3662	3111	2234	2503	2959	2387	3451	2929	3719	2677	3499	2979	2345
Mir6918	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0
Thoc5	5622	5746	6877	5965	3644	5446	4873	3578	6031	4720	6033	4992	4508	5404	4192
RP23-64E17.5	10	2	0	1	0	0	14	10	29	0	13	0	0	0	7
Nefh	418	1077	1586	4	1	6	151	308	441	5	10	129	440	645	222
Ap1b1	17952	28727	24290	32281	21333	31951	27492	22505	30284	23506	27152	24535	16844	14288	16909
Gm47296	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0
Gm24958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gas2l1	9	18	0	0	0	0	10	18	5	81	10	21	19	16	9
Rasl10a	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ewsr1	40262	55039	54864	32312	25724	31664	40230	33893	34050	34093	34099	38068	48845	46970	43257
Rhbdd3	915	794	937	634	520	542	586	492	877	999	1062	1210	1109	1006	1076
Emid1	95	309	108	399	258	267	80	85	151	1710	673	409	358	140	931
Kremen1	100	124	297	193	115	274	198	251	107	44	267	140	95	84	182
Gm25142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Znrf3	31	28	128	171	397	215	110	186	114	40	26	165	29	38	35
RP23-288K19.2	1	1	0	0	14	0	0	0	0	0	5	6	0	0	1
RP23-288K19.3	3	2	17	0	0	0	0	4	3	4	3	1	0	0	0
Xbp1	741	1666	791	328	393	266	485	655	467	2956	709	394	2433	1512	926
Ccdc117	172	110	179	229	315	193	445	140	223	78	118	359	153	178	107
Gm22471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-387E5.3	8	6	5	4	6	2	3	6	3	11	5	8	4	9	2
RP23-387E5.4	1	0	0	0	0	1	0	1	1	0	1	2	0	1	1
Mrps24	149	69	142	41	95	43	57	84	62	157	101	78	143	121	50
Urgcp	3486	6386	5520	7366	4986	7307	4731	4153	4713	7309	6720	5467	3702	2986	4245
Ube2d-ps	428	386	631	956	1242	705	757	407	712	816	1081	852	487	646	359
Dbnl	33963	39644	32820	49723	34129	44506	33191	25595	37782	40764	45363	41578	35078	34806	30531
Pgam2	163	393	121	243	199	349	130	148	235	101	217	105	110	90	110
RP23-385C16.6	52	24	54	18	32	11	21	18	37	19	43	13	46	64	21
Polm	2292	2855	2167	1824	1684	1801	3000	3006	2059	5222	2787	3207	1545	1412	643
Aebp1	99	378	204	76	143	49	0	4	94	117	65	173	274	150	114
Pold2	8732	9445	12711	9684	7445	6371	7888	4716	6190	7898	8684	9457	12871	13390	7484
Myl7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gck	0	46	0	0	0	0	47	27	79	0	39	0	12	1	0
RP23-340E18.3	0	0	0	0	0	0	0	1	11	0	4	0	0	0	0
Ykt6	6164	8961	7242	6720	4457	5895	6190	4653	4210	5741	7688	5875	5961	5728	6064
Camk2b	706	844	966	140	111	283	1626	1723	1608	162	42	28	437	203	543
Nudcd3	7305	11552	7826	15685	11812	18335	8689	7164	8509	12437	14166	12646	6090	5557	6577
Rps15a-ps6	35	15	38	38	48	26	12	14	31	17	24	22	18	27	12
RP23-28G13.4	0	0	0	0	0	0	0	0	4	0	8	12	0	0	0
A730071L15Rik	4	9	4	6	9	3	3	22	7	0	10	1	2	15	0
Npc1l1	0	0	0	0	0	0	0	0	0	0	0	119	0	0	88
RP23-198N14.3	2	1	2	1	2	0	2	0	1	0	1	0	3	0	2
Ddx56	12459	15515	15912	12285	10435	11795	8766	6541	10186	9332	10080	7776	14042	12122	6771
Tmed4	5432	7093	6543	4841	5573	5334	5541	4844	5951	9001	10659	7726	6550	4673	7026
n-R5s67	0	17	7	0	1	0	5	22	0	23	9	10	4	0	15
Ogdh	28012	47242	30575	45008	30730	46925	44520	30795	43569	31744	39669	36271	35858	32307	29975
Zmiz2	2391	4539	2355	4011	3597	5573	3191	2479	2669	3658	5007	3869	2255	2095	3160
Mir7651	0	1	0	0	2	0	0	0	0	0	3	0	0	0	1
Ppia	73595	26921	73458	65016	97469	40763	33471	22959	43988	20949	39573	31386	49974	60916	29355
H2afv	3471	1382	2870	1558	2344	1007	1291	1102	953	2018	1573	1629	2263	2517	2983
RP23-74L9.3	4	1	4	2	4	0	3	1	1	4	2	3	1	2	1
RP23-74L9.4	0	0	5	5	4	1	3	1	0	1	4	2	3	3	1
RP23-74L9.5	2	0	0	0	0	0	1	1	1	0	0	1	0	0	0
Purb	30	119	222	252	399	490	130	338	379	36	253	162	93	116	97
Gm22123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-74L9.6	3	0	1	3	1	4	2	0	1	1	0	1	0	3	3
Myo1g	33482	48394	29252	24403	15495	23052	29538	23626	30151	34770	33748	26834	36751	29303	35160
RP23-69P8.2	1523	1658	2434	1030	1417	1154	894	725	1034	671	1084	493	1120	1103	751
Snora9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24000	16	1	10	5	6	1	10	7	1	3	2	9	7	0	5
Ccm2	12167	14312	14755	31574	23948	25648	16139	10739	14006	13592	13079	16917	10355	8630	11226
RP23-69P8.4	0	0	9	0	2	15	1	2	0	11	0	20	1	3	0
Nacad	1	26	14	291	126	251	36	53	8	54	1	84	8	1	27
Tbrg4	1691	2306	2417	1544	1113	1679	957	676	1385	759	1666	1029	1509	1535	714
Gm24313	0	0	2	0	0	0	0	0	0	0	2	1	0	0	0
Snora5c	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Wap	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-169J19.6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Ramp3	368	173	498	572	819	353	15	40	11	0	14	7	154	124	13
RP23-169J19.8	0	1	3	0	0	2	0	1	1	1	2	0	1	1	0
RP23-169J19.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-169J19.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-169J19.11	8	9	9	16	6	16	36	29	41	10	7	9	7	10	8
RP23-169J19.12	1	1	3	3	0	0	0	4	0	1	2	1	1	0	1
RP23-327K3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-327K3.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-327K3.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adcy1	147	98	101	55	58	5	61	0	1	0	0	0	58	10	0
RP23-324A4.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igfbp1	20	2	0	0	0	0	6	20	58	0	51	0	0	0	5
Igfbp3	0	0	0	0	0	0	0	1	8	0	7	0	0	0	0
RP23-20C9.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm27393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-293J11.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-239H8.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-145C12.1	1	4	1	1	4	2	2	0	3	2	3	3	2	3	3
Tns3	13	170	6	0	0	40	3	33	56	0	27	83	84	14	85
RP23-39H1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pkd1l1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
RP23-39H1.3	1	9	7	0	0	0	4	2	1	0	0	0	3	3	4
Hus1	333	334	594	636	453	562	348	785	905	350	780	593	377	444	542
Sun3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-219P13.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Upp1	272	374	108	0	18	0	0	7	1	0	56	55	58	128	143
RP23-104F14.2	44	40	48	66	41	24	44	28	33	47	44	46	37	53	37
Abca13	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0
RP23-255L15.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif3s6-ps1	5	6	8	10	13	13	3	4	10	1	8	4	4	9	3
RP23-19H23.1	4	9	7	7	1	4	4	4	3	3	2	3	9	9	5
RP23-19H23.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vwc2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zpbp	40	1	15	0	103	1	4	5	0	7	28	26	2	13	14
RP23-446K7.2	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0
Gm26458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-311O20.1	1	2	4	1	0	4	0	0	2	0	2	0	0	1	1
RP23-311O20.2	8	5	2	0	13	0	0	0	0	10	18	16	12	5	6
RP23-3J16.1	114	56	254	92	185	145	7	10	3	64	67	28	78	120	6
RP23-3J16.2	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
RP23-373H2.5	12	2	20	4	12	10	3	0	11	1	26	0	4	10	3
Ikzf1	2141	4115	4914	6998	6470	9812	3286	4615	6798	1086	4043	3210	1620	2594	1587
RP23-373H2.4	5	19	9	116	60	70	6	11	31	10	17	46	8	5	19
Fignl1	506	1161	651	79	68	47	495	334	301	135	266	340	1724	2668	1438
Ddc	491	571	627	464	747	834	1	42	85	0	25	0	56	37	12
RP23-119N24.3	9	32	20	0	52	47	0	0	16	0	3	0	11	0	8
Gm25058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Grb10	0	35	0	0	0	0	6	0	1	0	16	0	0	0	1
Gm24036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-431M5.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cobl	0	0	0	39	0	18	0	0	12	0	21	0	0	0	0
RP24-293E17.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-50H4.1	17	37	26	18	8	13	22	19	13	22	14	18	33	36	32
RP23-147K24.1	0	0	1	0	0	0	0	1	1	1	1	0	0	0	1
RP23-180B9.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-440I12.2	9	0	8	3	4	3	1	0	2	0	4	3	0	2	3
RP23-107J13.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-107J13.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pom121l12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-405I23.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-405I23.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-338K15.1	12	36	10	22	10	26	9	13	27	17	20	16	12	8	13
Gm24707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-82B4.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-155D19.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-24O5.1	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0
Vstm2a	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
RP23-188C13.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sec61g	910	580	953	490	784	314	531	381	500	452	655	520	721	692	386
Akt2-ps	92	293	146	255	80	240	118	107	114	225	164	105	111	93	133
RP23-478B14.1	6	31	20	27	6	16	12	31	22	3	12	5	11	12	13
RP23-478B14.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Egfr	0	39	0	0	0	0	0	27	31	0	128	0	0	2	0
Egfros	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0
Eldr	79	79	120	0	1	6	0	14	11	42	69	47	318	376	97
Fbxo48	0	10	0	0	0	0	1	0	0	0	0	22	62	34	26
Plek	3919	5727	5545	140	25	179	4547	6367	8605	4558	14592	10100	5140	6256	8132
RP23-348N2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cnrip1	671	308	390	47	39	9	272	307	273	462	430	208	261	209	391
RP23-348N2.2	3	1	1	1	1	1	0	2	1	1	1	1	0	0	1
Ppp3r1	101	114	219	297	251	212	188	426	381	209	287	180	205	167	124
Wdr92	2263	2460	3329	3272	2321	2372	2168	2174	2378	2270	2604	2485	2253	2317	2129
Pno1	1945	2917	4021	1892	1769	1606	1731	2019	1771	554	1052	877	2132	2955	974
C1d	3516	2474	4321	1643	2086	1676	2271	2422	1634	1822	2729	1497	2685	4072	2035
RP23-175K24.2	1	0	1	0	0	2	4	1	0	0	0	1	0	0	1
Gm23959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-460G5.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Etaa1	0	5	5	8	5	21	8	0	38	3	0	21	1	3	51
Etaa1os	80	26	53	26	43	20	23	20	8	63	28	24	23	26	38
RP23-353E13.1	45	60	79	34	19	19	25	16	31	43	37	32	101	78	36
RP23-104B6.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-104B6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-334J9.1	1	0	0	0	0	2	0	0	2	0	1	0	1	0	0
RP23-436D9.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-436D9.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-436D9.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-379J18.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-379J18.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-18O23.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-377H12.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Meis1	0	76	0	0	43	0	0	4	0	0	12	0	45	19	11
RP23-377H12.4	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0
RP23-377H12.5	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
RP23-137B16.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
